Zone,Disponibilité alimentaire (Kcal/personne/jour),Balance Commerciale/kg/personne/an,Exportations - Quantité/kg/personne/an,Importations - Quantité/kg/personne/an,Production/kg/personne/an,Variation de stock/kg/personne/an,Population total,"Pib Per hab (2018, $)",Stabilité politique/personne/an
Belgique,44.0,27.69509408406663,57.132017984741225,29.436923900674593,40.323360254474366,-0.5225489449823892,11482178.0,47544.98,0.035707511240463265
Belize,110.0,0.0,0.0,0.0,52.20964259889159,2.6104821299445793,383071.0,6059.16,0.05220964259889159
Bolivie (État plurinational de),155.0,0.0,0.08808134347302271,0.08808134347302271,46.947356071121106,9.07237837772134,11353142.0,3471.01,-0.02113952243352545
Bosnie-Herzégovine,56.0,-0.6016982934332152,2.406793173732861,3.0084914671660763,18.351797949713067,2.406793173732861,3323925.0,5936.1,-0.11733116721947698
Botswana,12.0,-1.33092701728608,0.0,1.33092701728608,2.2182116954768003,0.0,2254068.0,6947.8,0.43476949231345285
Brésil,204.0,20.14614808298206,20.16046998920219,0.014321906220129427,67.79513007735267,0.0,209469323.0,9121.08,-0.0017186287464155312
Bulgarie,81.0,-8.93413247021105,6.381523193007893,15.315655663218942,15.173844036707656,1.8435511446467245,7051608.0,9446.72,0.05956088313474033
Burkina Faso,8.0,0.0,0.0,0.0,2.3289410517680054,0.0,19751466.0,779.2,-0.052654319431276644
Bélarus,95.0,13.858595984582895,16.08020297447786,2.2216069898949677,48.98114458673191,7.087984205855373,9452617.0,6360.06,0.03702678316491613
Bénin,37.0,-10.709580215800653,0.0,10.709580215800653,1.567255641336681,-1.7413951570407566,11485044.0,1194.44,-0.011319068520764919
Cabo Verde,62.0,-22.068275566557,0.0,22.068275566557,1.83902296387975,7.356091855519,543767.0,3442.74,1.3792672229098124
Cambodge,11.0,-0.6153924924085182,0.0,0.6153924924085182,1.723098978743851,0.0,16249792.0,1533.32,0.0067693174164937
Cameroun,11.0,0.0,0.0,0.0,3.2122121803358126,0.0,25216267.0,1594.06,-0.05472657788720273
Canada,154.0,-0.5124807678105543,4.396545534374756,4.9090263021853096,38.22027620987134,0.08091801597008752,37074562.0,46548.64,0.026702945270128883
Chili,153.0,-2.1357071005853974,6.140157914183018,8.275865014768415,38.015586390420076,4.271414201170795,18729160.0,15795.71,0.02295885133129302
Chine - RAS de Hong-Kong,210.0,-33.09942170969365,89.93818276035611,123.03760447004977,3.255680823904294,-1.627840411952147,7371730.0,48537.57,0.10716616045351633
Chine - RAS de Macao,142.0,-36.41337732491498,0.0,36.41337732491498,4.749570955423693,12.665522547796515,631636.0,84923.39,1.9948198012779512
"Chine, Taiwan Province de",126.0,-6.448496741612529,0.3371763002150342,6.785673041827563,27.479868467525286,0.8429407505375854,23726460.0,25826.0,0.035824981897847386
"Chine, continentale",59.0,0.08685615683082774,0.4034608575367482,0.31660470070592045,12.773458677153021,-0.035022643883398284,1427647786.0,9905.34,-0.00018211774819367106
Chypre,91.0,-10.931121322833851,0.8408554863718347,11.771976809205686,21.021387159295866,0.0,1189265.0,29418.94,0.45406196264079074
Colombie,111.0,-1.5303744697453827,0.0402730123617206,1.5706474821071033,31.49349566686551,-0.0805460247234412,49661048.0,6782.04,-0.01631057000649684
Congo,72.0,-19.83083156587869,0.0,19.83083156587869,1.334767509241835,0.0,5244359.0,2512.38,-0.08389967200948677
Costa Rica,92.0,-2.8003130750017853,0.6000670875003825,3.400380162502168,26.60297421251696,2.600290712501658,4999441.0,12383.15,0.09801095762506248
Croatie,37.0,-1.6841477190023593,4.090073031862873,5.774220750865232,14.67614440844913,5.293035688293129,4156404.9999999995,15244.43,0.1852562490902595
Cuba,82.0,-27.517755567185922,0.0,27.517755567185922,2.5577401007961273,-0.0881979345102113,11338134.0,8831.91,0.05732865743163734
Côte d'Ivoire,8.0,-0.2792267652416927,0.0,0.2792267652416927,2.3135931977168824,0.0,25069230.0,2275.5,-0.03709727023925346
Danemark,112.0,1.043092588722848,24.164978305412642,23.121885716689793,30.075836308175447,0.0,5752126.0,61591.93,0.16689481419565566
Djibouti,9.0,-3.1285097969284292,0.0,3.1285097969284292,0.0,0.0,958923.0,2755.84,-0.1355687578668986
Dominique,150.0,-55.846422338568935,0.0,55.846422338568935,0.0,0.0,71625.0,7833.2,15.497382198952879
El Salvador,71.0,-2.180431993416341,0.31149028477376306,2.4919222781901045,21.181339364615887,3.1149028477376306,6420746.0,4145.86,-0.0513958969876709
Espagne,105.0,0.14991586079395697,4.540308926902696,4.390393066108739,32.446075586120685,0.23558206696193237,46692858.0,30379.72,0.005354137885498463
Estonie,86.0,-7.559036071720135,8.314939678892147,15.873975750612281,15.11807214344027,1.5118072143440269,1322920.0,23165.85,0.45354216430320804
Eswatini,22.0,-1.760127996507906,0.0,1.760127996507906,5.280383989523719,0.0,1136281.0,4020.27,-0.27281983945872545
Fidji,97.0,-3.3956510764779853,0.0,3.3956510764779853,26.033324919664555,1.1318836921593285,883483.0,6073.34,0.8375939321979031
Finlande,68.0,-0.7242996746445861,2.1728990239337587,2.8971986985783444,23.3586645072879,3.983648210545224,5522576.0,49987.63,0.16658892516825483
France,92.0,-0.07693430814846186,7.708817676475878,7.78575198462434,26.92700785196165,2.815795678233704,64990511.0,41557.85,0.001692554779266161
Fédération de Russie,104.0,-0.7616614589379593,0.7891087187195074,1.5507701776574667,30.49390561729992,-0.00686181494538702,145734038.0,11287.36,-0.00343090747269351
Gabon,99.0,-35.86132049875547,0.0,35.86132049875547,1.88743792098713,0.943718960493565,2119275.0,7694.91,-0.11796487006169562
Gambie,12.0,-7.0172545517860225,0.0,7.0172545517860225,0.8771568189732528,4.385784094866264,2280094.0,683.32,-0.013157352284598793
Ghana,16.0,-5.072714166128769,0.0,5.072714166128769,2.015648013031299,0.0,29767102.0,2180.04,0.0010078240065156494
Grenade,192.0,-62.80618012812461,0.0,62.80618012812461,8.972311446874944,0.0,111454.0,9574.28,8.972311446874944
Grèce,53.0,-4.751837202817725,2.756065577634281,7.507902780452006,23.37903903786321,11.214335798649833,10522246.0,19756.99,0.008553306965071906
Guatemala,71.0,-7.073345783581478,0.40584770889401917,7.479193492475496,13.624887370013502,0.0,17247849.0,4485.73,-0.031308251828967196
Guinée,14.0,-2.9804355350723557,0.0,2.9804355350723557,1.0471800528632602,0.0,12414293.0,944.42,-0.07088603434766684
Guinée-Bissau,7.0,-2.1341266593501693,0.0,2.1341266593501693,1.6005949945126268,1.6005949945126268,1874303.0,781.64,-0.3574662154411533
Guyana,165.0,0.0,0.0,0.0,39.794301969432844,-1.2836871603042852,779006.0,6094.91,-0.23106368885477133
Géorgie,51.0,-11.49154796647066,1.2490813007033328,12.740629267173993,5.495957723094664,1.4988975608439992,4002942.0,4722.04,-0.1074209918604866
Haïti,31.0,-8.001310416861081,0.0,8.001310416861081,0.8091212781095475,0.0,11123178.0,1494.22,-0.05663848946766832
Honduras,93.0,-1.1473246163085729,0.10430223784623388,1.2516268541548066,20.13033190432314,-0.10430223784623388,9587522.0,2457.69,-0.05736623081542864
Hongrie,104.0,15.657998007519753,21.632760405125975,5.974762397606222,50.78548037965288,7.622972714187249,9707499.0,16425.1,0.07828999003759876
Inde,7.0,0.002957175048527982,0.002957175048527982,0.0,2.620796386757924,-0.08797595769370746,1352642280.0,1974.38,-0.0007097220116467157
Indonésie,25.0,-0.0037359359337497218,0.0,0.0037359359337497218,8.59638858355811,-0.07845465460874415,267670543.0,3902.66,-0.0019800460448873526
Iran (République islamique d'),96.0,0.4767715203784128,0.5501209850520148,0.07334946467360197,26.576956033401782,-1.0513423269882949,81800188.0,3874.0,-0.016014633120403098
Iraq,52.0,-12.22888306065526,0.0,12.22888306065526,2.4978144123891597,0.0,38433600.0,5601.47,-0.06660838433037759
Irlande,100.0,-1.245151690604708,19.299851204372974,20.54500289497768,22.827780994419644,-2.490303381209416,4818690.0,79250.39,0.21375104022047486
Islande,104.0,-5.939776605001886,0.0,5.939776605001886,29.69888302500943,2.969888302500943,336713.0,74461.48,4.18754250652633
Israël,234.0,0.35793047463012656,0.35793047463012656,0.0,75.04608951411655,-1.1931015821004218,8381516.0,42406.85,-0.11095844713533924
Italie,65.0,1.4185030962376333,3.0184426350172897,1.5999395387796562,21.68990199479637,0.9236764347593891,60627291.0,34622.17,0.0051132088352751895
Jamaïque,178.0,-10.221997944015481,0.340733264800516,10.562731208815997,43.61385789446605,2.385132853603612,2934847.0,5594.49,0.16695929975225285
Japon,67.0,-8.325328230192763,0.07861499745224516,8.403943227645009,17.413221935672304,6.753028281147859,127202192.0,39727.12,0.008333189729937988
Jordanie,98.0,-5.418793459476155,1.003480270273362,6.422273729749517,21.073085675740604,-1.003480270273362,9965318.0,4146.41,-0.03813225027038776
Kazakhstan,61.0,-9.170496895732214,0.32751774627615055,9.498014642008364,9.334255768870289,0.4366903283682007,18319618.0,9812.63,0.0
Kenya,2.0,0.0,0.0,0.0,0.6810323633389382,0.0,51392565.0,1845.78,-0.02257135832780481
Kirghizistan,11.0,-3.965717168224136,0.0,3.965717168224136,1.110400807102758,-0.15862868672896543,6304030.0,1308.14,-0.09200463830279995
Kiribati,63.0,-8.632075064524761,0.0,8.632075064524761,8.632075064524761,0.0,115847.0,1605.01,8.891037316460505
Koweït,156.0,-32.14647577944327,0.9668113016373916,33.113287081080664,13.535358222923483,0.0,4137312.0,32007.52,0.02658731079502827
Lesotho,27.0,-7.114642503443487,0.0,7.114642503443487,0.9486190004591316,0.4743095002295658,2108328.0,1161.73,-0.10434809005050448
Lettonie,72.0,-11.926621203769434,10.370974959799508,22.297596163568944,17.112108683669188,8.296779967839607,1928459.0,17865.03,0.21779047415578967
Liban,38.0,-1.312066580672851,0.5831407025212672,1.8952072831941182,9.330251240340274,0.0,6859408.0,9225.85,-0.23908768803371952
Libéria,36.0,-9.960628540562482,0.0,9.960628540562482,3.112696418925775,2.4901571351406204,4818973.0,700.04,-0.03942748797305982
Lituanie,96.0,8.567560929637478,24.274755967306188,15.70719503766871,42.12384123738427,4.283780464818739,2801264.0,19186.36,0.2677362790511712
Luxembourg,69.0,-16.549578399490272,1.6549578399490272,18.2045362394393,0.0,0.0,604245.0,116786.51,2.267292240730167
Macédoine du Nord,68.0,-18.72338219175912,0.4800867228656185,19.20346891462474,0.960173445731237,0.0,2082956.9999999998,6108.74,-0.0960173445731237
Madagascar,14.0,0.0,0.0,0.0,3.08426755861146,0.0,26262313.0,512.54,-0.019800236178740237
Malaisie,142.0,-0.761227317923703,1.3955834161934555,2.1568107341171587,54.68149567085267,4.059879028926416,31528033.0,11074.06,0.00761227317923703
Malawi,17.0,0.0,0.0,0.0,7.165212211263306,1.8188615613206853,18143217.0,537.93,-0.01818861561320685
Maldives,47.0,-23.26952312990599,0.0,23.26952312990599,0.0,0.0,515696.0,10823.64,0.1939126927492166
Mali,9.0,-0.05241708547481152,0.0,0.05241708547481152,2.516020102790953,-0.20966834189924607,19077749.0,856.36,-0.10745502522336361
Malte,103.0,-20.48956398207846,0.0,20.48956398207846,9.10647288092376,-2.27661822023094,439248.0,31567.94,2.936837504097913
Maroc,70.0,-0.05551069520401194,0.02775534760200597,0.0832660428060179,21.149574872728547,0.47184090923410144,36029093.0,3492.67,-0.00915926470866197
Maurice,128.0,-1.5783015108291212,0.0,1.5783015108291212,37.87923625989891,0.0,1267185.0,11645.98,0.6865611572106678
Mauritanie,11.0,-5.450441519828366,0.0,5.450441519828366,1.1355086499642428,1.3626103799570914,4403313.0,1749.95,-0.15215815909520855
Mexique,123.0,-7.631301898201952,0.0713205784878687,7.70262247668982,25.746728834120603,-0.0475470523252458,126190788.0,9857.03,-0.004516969970898351
Mongolie,9.0,-3.1543591982375965,0.0,3.1543591982375965,0.0,0.3154359198237596,3170216.0,4165.02,0.24919437666077013
Monténégro,55.0,-12.742729078429905,0.0,12.742729078429905,6.3713645392149525,1.5928411348037381,627809.0,8850.09,0.17521252482841118
Mozambique,13.0,-0.8136695397790155,0.0,0.8136695397790155,3.119066569152893,-0.03390289749079231,29496004.0,504.54,-0.026444260042818003
Myanmar,116.0,-0.05585726755184299,0.0,0.05585726755184299,30.94492622372102,-0.018619089183947665,53708320.0,1274.92,-0.02439100683097144
Namibie,40.0,-6.943590677780224,4.901358125491923,11.844948803272146,4.492911615034263,0.0,2448301.0,5687.4,0.26549023179747916
Nicaragua,93.0,-0.9280023311418558,0.0,0.9280023311418558,22.11738889221423,1.7013376070934023,6465501.0,1981.86,-0.12373364415224744
Niger,3.0,-0.13367302917609916,0.0,0.13367302917609916,0.846595851448628,0.0,22442822.0,567.33,-0.05614267225396165
Nigéria,2.0,0.0,0.0,0.0,1.0261663065461093,0.0,195874683.0,2125.83,-0.01118061796684567
Norvège,66.0,-0.3746748290827098,0.0,0.3746748290827098,18.921078868676847,0.1873374145413549,5337962.0,82267.81,0.21543802672255816
Nouvelle-Calédonie,136.0,-32.1436607343755,0.0,32.1436607343755,3.5715178593750556,-3.5715178593750556,279993.0,36312.73,0.39286696453125614
Nouvelle-Zélande,140.0,4.638286397740226,4.84911759763751,0.21083119989728305,47.015357577094115,6.746598396713058,4743131.0,43250.44,0.32468004784181587
Népal,7.0,0.0,0.0,0.0,2.0643718113018945,0.0,28095714.0,1161.53,-0.022423348984830924
Oman,73.0,-22.776812294012203,3.312990879129048,26.089803173141252,1.4494335096189583,0.414123859891131,4829473.0,19887.57,0.13459025446461756
Ouganda,5.0,0.0,0.0,0.0,1.5212138181633679,0.0,42729036.0,793.13,-0.016148269762041905
Ouzbékistan,6.0,0.0,0.0,0.0,0.0,0.0,32476244.0,1597.07,-0.008621686670416689
Pakistan,20.0,0.009423814505103245,0.01884762901020649,0.009423814505103245,6.0359531905186286,-0.014135721757654868,212228286.0,1620.74,-0.010696029463292183
Panama,117.0,-4.788275619848265,0.0,4.788275619848265,47.403928636497824,5.985344524810331,4176868.9999999995,15588.34,0.0670358586778757
Paraguay,22.0,0.4312782541166228,0.5750376721554971,0.14375941803887426,6.469173811749342,0.0,6956066.0,6242.96,-0.017251130164664914
Pays-Bas,70.0,47.48070876388371,83.12054941628037,35.639840652396664,64.47997486453343,-4.806689035356129,17059560.0,53044.53,0.05099779830194917
Philippines,48.0,-2.3159566015611572,0.018752685032883864,2.334709286594041,11.926707680914138,-0.028129027549325798,106651394.0,3194.67,-0.010501503618414964
Pologne,107.0,25.579094886100773,27.029455936343602,1.4503610502428275,61.996342347652494,5.9332952055388395,37921592.0,15504.58,0.014503610502428274
Polynésie française,167.0,-54.019209230802474,0.0,54.019209230802474,3.6012806153868318,0.0,277679.0,20614.9,0.39614086769255147
Portugal,109.0,-3.7050784828249625,4.290090874849956,7.995169357674919,35.198245586837146,7.215152834974927,10256193.0,23562.55,0.11115235448474887
Pérou,62.0,-1.8443690163511128,0.031260491802561234,1.875629508153674,45.79662049075221,0.0,31989260.0,6912.11,-0.008127727868665922
Roumanie,66.0,-3.947480261829701,3.537352442418823,7.484832704248524,20.096263151133023,4.511406013519658,19506114.0,12494.48,0.0030759586455815853
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,120.0,-6.255428445911485,5.346901933529103,11.602330379440588,27.017493335436747,0.0,67141684.0,43306.31,0.0007446938626085101
Rwanda,5.0,0.0,0.0,0.0,1.5444680811284697,0.0,12301970.0,769.44,0.00975453524923244
République centrafricaine,8.0,-0.8571977177967961,0.0,0.8571977177967961,1.5000960061443933,0.0,4666368.0,435.93,-0.4886026991441738
République de Corée,62.0,-2.560008454672197,0.1172522956338411,2.677260750306038,16.37623729019314,2.2473356663152875,51171706.0,33436.92,0.010552706607045699
République de Moldova,55.0,-3.9487218974398464,0.0,3.9487218974398464,13.32693640385948,1.2339755929499518,4051944.0,4232.21,-0.08637829150649663
République dominicaine,123.0,-3.387552682325378,0.5645921137208963,3.9521447960462743,31.899454425230644,0.0,10627141.0,7947.16,0.002822960568604482
République démocratique populaire lao,41.0,0.0,0.0,0.0,0.0,0.0,7061507.0,2553.36,0.059477389174860264
République populaire démocratique de Corée,8.0,0.0,0.0,0.0,1.6830006445501073,0.0,25549604.0,1210.0,-0.013698842455640408
République-Unie de Tanzanie,6.0,-0.035515501646338835,0.0,0.035515501646338835,1.864563836432789,0.0,56313438.0,1010.94,-0.009944340460974874
Saint-Kitts-et-Nevis,190.0,-76.27619610610019,0.0,76.27619610610019,0.0,0.0,52441.0,22547.92,13.539024808832783
Saint-Vincent-et-les Grenadines,243.0,-81.66154013664698,0.0,81.66154013664698,0.0,9.073504459627442,110211.0,8399.69,7.712478790683326
Sainte-Lucie,241.0,-54.978585840815,0.0,54.978585840815,5.4978585840815,0.0,181889.0,11563.84,5.552837169922316
Samoa,217.0,-86.67764583513912,0.0,86.67764583513912,0.0,10.19737009825166,196129.0,4188.99,6.067435208459738
Sao Tomé-et-Principe,33.0,-9.477415319294122,0.0,9.477415319294122,4.738707659647061,4.738707659647061,211028.0,1950.63,2.5115150596129423
Serbie,35.0,-0.5680040587298021,0.7952056822217228,1.363209740951525,9.656068998406635,0.0,8802754.0,7252.4,0.009088064939676833
Sierra Leone,10.0,-1.8300294765462115,0.0,1.8300294765462115,2.2221786500918284,0.0,7650150.0,519.65,-0.003921491735456167
Slovaquie,48.0,-5.134775006996131,6.418468758745163,11.553243765741295,13.02032233916876,4.768005363639264,5453014.0,19486.39,0.13753861625882494
Slovénie,83.0,4.331427344878352,13.956821444608023,9.625394099729672,34.65141875902682,5.2939667548513185,2077837.0,26123.75,0.4379554315377
Soudan,5.0,-0.04784513524898716,0.0,0.04784513524898716,1.6028120308410698,0.0,41801533.0,769.87,-0.044017524429068186
Sri Lanka,26.0,0.09421180122459326,0.09421180122459326,0.0,9.044332917560952,-0.04710590061229663,21228763.0,4360.58,-0.008479062110213393
Suisse,55.0,-5.512801369895953,0.46917458467199596,5.9819759545679485,10.673721801287908,0.5864682308399949,8525611.0,85217.37,0.15717348586511865
Suriname,112.0,-22.569836281879894,8.680706262261497,31.250542544141393,17.361412524522994,-3.472282504904599,575990.0,6730.85,0.13889130019618395
Suède,61.0,-6.117350028149839,2.306541813892562,8.423891842042401,15.74465499048401,3.10881722742041,9971638.0,54589.06,0.09125882828879267
Sénégal,16.0,0.0,0.0,0.0,4.856719520600154,0.0,15854323.0,1484.24,-0.0056766851539482325
Tadjikistan,18.0,-4.17544104469535,0.0,4.17544104469535,0.21976005498396575,0.0,9100835.0,850.67,-0.07911361979422767
Tchad,2.0,-0.06460896168940547,0.0,0.06460896168940547,0.3876537701364328,0.0,15477729.0,720.27,-0.09562126330032009
Tchéquie,82.0,-8.34452421538736,2.5314848743309963,10.876009089718355,15.282667945035275,0.2812760971478885,10665677.0,23424.48,0.09750904701126802
Thaïlande,47.0,11.43623349925426,11.465040132753643,0.02880663349938101,24.139958872481287,0.014403316749690505,69428453.0,7124.56,-0.010514421227274069
Timor-Leste,14.0,-8.67525674816676,0.0,8.67525674816676,0.7886597043787964,5.520617930651575,1267974.0,1239.37,0.23659791131363891
Togo,24.0,-2.0281165401396586,0.0,2.0281165401396586,5.070291350349146,0.12675728375872866,7889093.0,883.87,-0.12422213808355409
Trinité-et-Tobago,189.0,-16.548631751931694,0.0,16.548631751931694,43.88984942903623,5.75604582675885,1389843.0,16164.16,0.17987643208621407
Tunisie,57.0,0.3458651518464746,0.3458651518464746,0.0,18.41731933582477,1.29699431942428,11565201.0,3577.12,-0.07781965916545679
Turkménistan,15.0,-1.5382246255747618,0.0,1.5382246255747618,3.418276945721693,0.3418276945721693,5850901.0,6721.35,-0.0017091384728608466
Turquie,71.0,5.173664618867058,5.210098876746403,0.036434257879345476,26.621297757175096,1.1173172416332613,82340088.0,9400.78,-0.016152520993176496
Ukraine,78.0,3.435326675609967,6.170027516062638,2.734700840452671,27.369609237918883,1.107440836216371,44246156.0,3096.56,-0.04135952510767263
Uruguay,33.0,0.0,0.8697454689885005,0.8697454689885005,9.567200158873506,0.0,3449285.0,18825.28,0.30441091414597515
Vanuatu,40.0,-13.666803334700013,0.0,13.666803334700013,3.4167008336750033,3.4167008336750033,292680.0,3076.84,2.870028700287003
Venezuela (République bolivarienne du),71.0,-0.8654376667135849,0.0,0.8654376667135849,20.77050400112604,-0.0346175066685434,28887118.0,3534.0,-0.046387458935848155
Viet Nam,48.0,-3.0351884467917127,0.010466167057902457,3.045654613849615,9.607941359154456,0.020932334115804915,95545962.0,3267.23,0.0020932334115804914
Yémen,30.0,-2.736968582021843,0.0,2.736968582021843,5.895009253585508,0.0,28498683.0,701.71,-0.10526802238545549
Zambie,11.0,-0.6339433558932642,0.057631214172114927,0.6915745700653791,2.8239294944336315,0.0,17351708.0,1475.2,0.00806836998409609
Zimbabwe,16.0,-0.41554694080575383,0.0,0.41554694080575383,4.778789819266169,0.0,14438802.0,2269.18,-0.0491730546620142
Égypte,50.0,-1.1074579899019745,0.010160165044972243,1.1176181549469468,11.359064520278968,-0.2336837960343616,98423598.0,2407.09,-0.011785791452167802
Émirats arabes unis,147.0,-35.198986933699956,9.76019106716164,44.9591780008616,4.983927353444241,-2.6996273164489644,9630959.0,46722.27,0.07683554669893206
Équateur,83.0,0.0,0.0,0.0,19.901245337986946,-0.05853307452349102,17084358.0,6321.35,-0.0040973152166443715
États-Unis d'Amérique,219.0,10.911160969691904,11.287197058028163,0.37603608833625785,66.99556780325817,0.24457631761707826,327096265.0,62823.31,0.0014674579057024695
Éthiopie,0.0,-0.009155462257732965,0.0,0.009155462257732965,0.1281764716082615,0.0,109224414.0,758.3,-0.012268319425362172
Îles Salomon,18.0,-9.190374002270023,0.0,9.190374002270023,0.0,4.595187001135011,652857.0,2450.48,0.4595187001135011
